"submission_id","QUD","RT","age","education","emoji_attitude","emoji_understanding","emoji_use","endTime","gender","languages","name","option1","option2","participant_id","picture1","picture2","platform","question","response","startDate","startTime","timeSpent","trial_name","trial_number","whatsapp"
686,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/AU-02-L1.jpg"", height=340px>",5410,35,"Hochschulabschluss","positiv","eher gut","oft",1679055010651,"weiblich","Deutsch","AU-02-L1","grinning_face_with_big_eyes","grinning_squinting_face",193180216,"all_images/grinning-face-with-big-eyes_1f603.png","all_images/grinning-squinting-face_1f606.png","android","Alex freut sich. <br> Welches der beiden Emojis passt besser zur Nachricht?","grinning_face_with_big_eyes","Fri Mar 17 2023 13:04:49 GMT+0100 (Mitteleuropäische Normalzeit)",1679054689846,5.34675,"choose_emoji_two",10,"multiple times"
686,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/N-12-L1.jpg"", height=340px>",7837,35,"Hochschulabschluss","positiv","eher gut","oft",1679055010651,"weiblich","Deutsch","N-12-L1","smiling_face_with_smiling_eyes","smiling_face",193180216,"all_images/smiling-face-with-smiling-eyes_1f60a.png","all_images/smiling-face_263a-fe0f.png","android","Alex ist verlegen. <br> Welches der beiden Emojis passt besser zur Nachricht?","smiling_face","Fri Mar 17 2023 13:04:49 GMT+0100 (Mitteleuropäische Normalzeit)",1679054689846,5.34675,"choose_emoji_two",11,"multiple times"
686,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/handwerkerin.jpg"", height=340px>",5973,35,"Hochschulabschluss","positiv","eher gut","oft",1679055010651,"weiblich","Deutsch","filler-handwerkerin","mermaid","woman-mechanic",193180216,"all_images/mermaid_1f9dc-200d-2640-fe0f.png","all_images/woman-mechanic_1f469-200d-1f527.png","android","Alex erwartet eine Handwerkerin. <br> Welches der beiden Emojis passt besser zur Nachricht?","woman-mechanic","Fri Mar 17 2023 13:04:49 GMT+0100 (Mitteleuropäische Normalzeit)",1679054689846,5.34675,"choose_emoji_three",1,"multiple times"
686,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/N-36-L1.jpg"", height=340px>",6066,35,"Hochschulabschluss","positiv","eher gut","oft",1679055010651,"weiblich","Deutsch","N-36-L1","slightly_frowning_face","frowning_face",193180216,"all_images/slightly-frowning-face_1f641.png","all_images/frowning-face_2639-fe0f.png","android","Alex ist enttäuscht. <br> Welches der beiden Emojis passt besser zur Nachricht?","slightly_frowning_face","Fri Mar 17 2023 13:04:49 GMT+0100 (Mitteleuropäische Normalzeit)",1679054689846,5.34675,"choose_emoji_four",1,"multiple times"
686,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/mittelmeer.jpg"", height=340px>",3147,35,"Hochschulabschluss","positiv","eher gut","oft",1679055010651,"weiblich","Deutsch","filler-mittelmeer","beach_with_umbrella","polar_bear",193180216,"all_images/beach-with-umbrella_1f3d6-fe0f.png","all_images/polar-bear_1f43b-200d-2744-fe0f.png","android","Alex fährt ans Mittelmeer. <br> Welches der beiden Emojis passt besser zur Nachricht?","beach_with_umbrella","Fri Mar 17 2023 13:04:49 GMT+0100 (Mitteleuropäische Normalzeit)",1679054689846,5.34675,"choose_emoji_four",2,"multiple times"
686,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/AU-07-L1.jpg"", height=340px>",5240,35,"Hochschulabschluss","positiv","eher gut","oft",1679055010651,"weiblich","Deutsch","AU-07-L1","grinning_face_with_big_eyes","grinning_squinting_face",193180216,"all_images/grinning-face-with-big-eyes_1f603.png","all_images/grinning-squinting-face_1f606.png","android","Alex lacht. <br> Welches der beiden Emojis passt besser zur Nachricht?","grinning_squinting_face","Fri Mar 17 2023 13:04:49 GMT+0100 (Mitteleuropäische Normalzeit)",1679054689846,5.34675,"choose_emoji_four",3,"multiple times"
686,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/tierheim.jpg"", height=340px>",4399,35,"Hochschulabschluss","positiv","eher gut","oft",1679055010651,"weiblich","Deutsch","filler-tierheim","dog","dna",193180216,"all_images/dog_1f415.png","all_images/dna_1f9ec.png","android","Alex hat mit einem süßen Hund gespielt. <br> Welches der beiden Emojis passt besser zur Nachricht?","dog","Fri Mar 17 2023 13:04:49 GMT+0100 (Mitteleuropäische Normalzeit)",1679054689846,5.34675,"choose_emoji_four",4,"multiple times"
686,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/pizza.jpg"", height=340px>",3732,35,"Hochschulabschluss","positiv","eher gut","oft",1679055010651,"weiblich","Deutsch","filler-pizza","magnet","pizza",193180216,"all_images/magnet_1f9f2.png","all_images/pizza_1f355.png","android","Alex hat Lust auf Pizza. <br> Welches der beiden Emojis passt besser zur Nachricht?","pizza","Fri Mar 17 2023 13:04:49 GMT+0100 (Mitteleuropäische Normalzeit)",1679054689846,5.34675,"choose_emoji_four",5,"multiple times"
686,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/AU-22-L1.jpg"", height=340px>",4990,35,"Hochschulabschluss","positiv","eher gut","oft",1679055010651,"weiblich","Deutsch","AU-22-L1","neutral_face","expressionless_face",193180216,"all_images/neutral-face_1f610.png","all_images/expressionless-face_1f611.png","android","Alex ist etwas genervt. <br> Welches der beiden Emojis passt besser zur Nachricht?","expressionless_face","Fri Mar 17 2023 13:04:49 GMT+0100 (Mitteleuropäische Normalzeit)",1679054689846,5.34675,"choose_emoji_four",6,"multiple times"
686,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/N-06-L1.jpg"", height=340px>",17705,35,"Hochschulabschluss","positiv","eher gut","oft",1679055010651,"weiblich","Deutsch","N-06-L1","grinning_face_with_smiling_eyes","beaming_face_with_smiling_eyes",193180216,"all_images/grinning-face-with-smiling-eyes_1f604.png","all_images/beaming-face-with-smiling-eyes_1f601.png","android","Alex ist überglücklich. <br> Welches der beiden Emojis passt besser zur Nachricht?","beaming_face_with_smiling_eyes","Fri Mar 17 2023 13:04:49 GMT+0100 (Mitteleuropäische Normalzeit)",1679054689846,5.34675,"choose_emoji_four",7,"multiple times"
686,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/feiern.jpg"", height=340px>",3138,35,"Hochschulabschluss","positiv","eher gut","oft",1679055010651,"weiblich","Deutsch","filler-feiern","partying_face","yawning_face",193180216,"all_images/partying-face_1f973.png","all_images/yawning-face_1f971.png","android","Alex ist in Partystimmung. <br> Welches der beiden Emojis passt besser zur Nachricht?","partying_face","Fri Mar 17 2023 13:04:49 GMT+0100 (Mitteleuropäische Normalzeit)",1679054689846,5.34675,"choose_emoji_four",8,"multiple times"
686,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/yoga.jpg"", height=340px>",4072,35,"Hochschulabschluss","positiv","eher gut","oft",1679055010651,"weiblich","Deutsch","filler-yoga","smiling_face_with_halo","hot_face",193180216,"all_images/smiling-face-with-halo_1f607.png","all_images/hot-face_1f975.png","android","Alex ist komplett erledigt vom Hot Yoga. <br> Welches der beiden Emojis passt besser zur Nachricht?","hot_face","Fri Mar 17 2023 13:04:49 GMT+0100 (Mitteleuropäische Normalzeit)",1679054689846,5.34675,"choose_emoji_four",9,"multiple times"
686,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/AU-41-L1.jpg"", height=340px>",9156,35,"Hochschulabschluss","positiv","eher gut","oft",1679055010651,"weiblich","Deutsch","AU-41-L1","hushed_face","astonished_face",193180216,"all_images/hushed-face_1f62f.png","all_images/astonished-face_1f632.png","android","Alex ist überrascht. <br> Welches der beiden Emojis passt besser zur Nachricht?","hushed_face","Fri Mar 17 2023 13:04:49 GMT+0100 (Mitteleuropäische Normalzeit)",1679054689846,5.34675,"choose_emoji_four",10,"multiple times"
686,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/N-13-L1.jpg"", height=340px>",7197,35,"Hochschulabschluss","positiv","eher gut","oft",1679055010651,"weiblich","Deutsch","N-13-L1","smiling_face_with_smiling_eyes","smiling_face",193180216,"all_images/smiling-face-with-smiling-eyes_1f60a.png","all_images/smiling-face_263a-fe0f.png","android","Alex ist gut gelaunt. <br> Welches der beiden Emojis passt besser zur Nachricht?","smiling_face_with_smiling_eyes","Fri Mar 17 2023 13:04:49 GMT+0100 (Mitteleuropäische Normalzeit)",1679054689846,5.34675,"choose_emoji_four",11,"multiple times"
685,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/party.jpg"", height=340px>",11245,23,"Schulabschluss","eher positiv","eher gut","gelegentlich",1679054977343,"männlich","Deutsch ","filler-party","pouting_face","smiling_face_with_heart_eyes",192248156,"all_images/pouting-face_1f621.png","all_images/smiling-face-with-heart-eyes_1f60d.png","android","Alex ist wütend. <br> Welches der beiden Emojis passt besser zur Nachricht?","pouting_face","Fri Mar 17 2023 13:05:23 GMT+0100 (Central European Standard Time)",1679054723050,4.23821666666667,"choose_emoji_one",1,"every few days"
685,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/AU-02-L1.jpg"", height=340px>",7190,23,"Schulabschluss","eher positiv","eher gut","gelegentlich",1679054977343,"männlich","Deutsch ","AU-02-L1","grinning_face_with_big_eyes","grinning_squinting_face",192248156,"all_images/grinning-face-with-big-eyes_1f603.png","all_images/grinning-squinting-face_1f606.png","android","Alex freut sich. <br> Welches der beiden Emojis passt besser zur Nachricht?","grinning_face_with_big_eyes","Fri Mar 17 2023 13:05:23 GMT+0100 (Central European Standard Time)",1679054723050,4.23821666666667,"choose_emoji_two",1,"every few days"
685,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/heizung.jpg"", height=340px>",3985,23,"Schulabschluss","eher positiv","eher gut","gelegentlich",1679054977343,"männlich","Deutsch ","filler-heizung","cowboy_hat_face","cold_face",192248156,"all_images/cowboy-hat-face_1f920.png","all_images/cold-face_1f976.png","android","Alex friert fürchterlich. <br> Welches der beiden Emojis passt besser zur Nachricht?","cold_face","Fri Mar 17 2023 13:05:23 GMT+0100 (Central European Standard Time)",1679054723050,4.23821666666667,"choose_emoji_two",2,"every few days"
685,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/schlafen.jpg"", height=340px>",2541,23,"Schulabschluss","eher positiv","eher gut","gelegentlich",1679054977343,"männlich","Deutsch ","filler-schlafen","money_mouth_face","sleeping_face",192248156,"all_images/money-mouth-face_1f911.png","all_images/sleeping-face_1f634.png","android","Alex ist sehr müde. <br> Welches der beiden Emojis passt besser zur Nachricht?","sleeping_face","Fri Mar 17 2023 13:05:23 GMT+0100 (Central European Standard Time)",1679054723050,4.23821666666667,"choose_emoji_two",3,"every few days"
685,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/N-37-L1.jpg"", height=340px>",6090,23,"Schulabschluss","eher positiv","eher gut","gelegentlich",1679054977343,"männlich","Deutsch ","N-37-L1","slightly_frowning_face","frowning_face",192248156,"all_images/slightly-frowning-face_1f641.png","all_images/frowning-face_2639-fe0f.png","android","Alex ist enttäuscht. <br> Welches der beiden Emojis passt besser zur Nachricht?","frowning_face","Fri Mar 17 2023 13:05:23 GMT+0100 (Central European Standard Time)",1679054723050,4.23821666666667,"choose_emoji_two",4,"every few days"
685,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/AU-23-L1.jpg"", height=340px>",10475,23,"Schulabschluss","eher positiv","eher gut","gelegentlich",1679054977343,"männlich","Deutsch ","AU-23-L1","neutral_face","expressionless_face",192248156,"all_images/neutral-face_1f610.png","all_images/expressionless-face_1f611.png","android","Alex ärgert sich. <br> Welches der beiden Emojis passt besser zur Nachricht?","expressionless_face","Fri Mar 17 2023 13:05:23 GMT+0100 (Central European Standard Time)",1679054723050,4.23821666666667,"choose_emoji_two",5,"every few days"
685,"Alex schreibt seinem besten Freund Stefan:<br> <br> <img src=""all_images/friseur.jpg"", height=340px>",3115,23,"Schulabschluss","eher positiv","eher gut","gelegentlich",1679054977343,"männlich","Deutsch ","filler-friseur","pig_nose","man_haircut",192248156,"all_images/pig-nose_1f43d.png","all_images/man-getting-haircut_1f487-200d-2642-fe0f.png","android","Alex ist unzufrieden mit seinen Haaren. <br> Welches der beiden Emojis passt besser zur Nachricht?","man_haircut","Fri Mar 17 2023 13:05:23 GMT+0100 (Central European Standard Time)",1679054723050,4.23821666666667,"choose_emoji_two",6,"every few days"
685,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/AU-40-L1.jpg"", height=340px>",6111,23,"Schulabschluss","eher positiv","eher gut","gelegentlich",1679054977343,"männlich","Deutsch ","AU-40-L1","hushed_face","astonished_face",192248156,"all_images/hushed-face_1f62f.png","all_images/astonished-face_1f632.png","android","Alex macht sich Sorgen. <br> Welches der beiden Emojis passt besser zur Nachricht?","astonished_face","Fri Mar 17 2023 13:05:23 GMT+0100 (Central European Standard Time)",1679054723050,4.23821666666667,"choose_emoji_two",7,"every few days"
685,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/N-12-L1.jpg"", height=340px>",10258,23,"Schulabschluss","eher positiv","eher gut","gelegentlich",1679054977343,"männlich","Deutsch ","N-12-L1","smiling_face_with_smiling_eyes","smiling_face",192248156,"all_images/smiling-face-with-smiling-eyes_1f60a.png","all_images/smiling-face_263a-fe0f.png","android","Alex ist verlegen. <br> Welches der beiden Emojis passt besser zur Nachricht?","smiling_face","Fri Mar 17 2023 13:05:23 GMT+0100 (Central European Standard Time)",1679054723050,4.23821666666667,"choose_emoji_two",8,"every few days"
685,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/krank.jpg"", height=340px>",4367,23,"Schulabschluss","eher positiv","eher gut","gelegentlich",1679054977343,"männlich","Deutsch ","filler-krank","sneezing_face","disguised_face",192248156,"all_images/sneezing-face_1f927.png","all_images/disguised-face_1f978.png","android","Alex hat sich erkältet. <br> Welches der beiden Emojis passt besser zur Nachricht?","sneezing_face","Fri Mar 17 2023 13:05:23 GMT+0100 (Central European Standard Time)",1679054723050,4.23821666666667,"choose_emoji_two",9,"every few days"
685,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/zombie.jpg"", height=340px>",6929,23,"Schulabschluss","eher positiv","eher gut","gelegentlich",1679054977343,"männlich","Deutsch ","filler-zombie","woman_zombie","basketball",192248156,"all_images/woman-zombie_1f9df-200d-2640-fe0f.png","all_images/basketball_1f3c0.png","android","Alex möchte den neuen Zombie-Film schauen. <br> Welches der beiden Emojis passt besser zur Nachricht?","woman_zombie","Fri Mar 17 2023 13:05:23 GMT+0100 (Central European Standard Time)",1679054723050,4.23821666666667,"choose_emoji_two",10,"every few days"
685,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/N-04-L1.jpg"", height=340px>",6893,23,"Schulabschluss","eher positiv","eher gut","gelegentlich",1679054977343,"männlich","Deutsch ","N-04-L1","grinning_face_with_smiling_eyes","beaming_face_with_smiling_eyes",192248156,"all_images/grinning-face-with-smiling-eyes_1f604.png","all_images/beaming-face-with-smiling-eyes_1f601.png","android","Alex amüsiert sich. <br> Welches der beiden Emojis passt besser zur Nachricht?","grinning_face_with_smiling_eyes","Fri Mar 17 2023 13:05:23 GMT+0100 (Central European Standard Time)",1679054723050,4.23821666666667,"choose_emoji_two",11,"every few days"
685,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/handwerkerin.jpg"", height=340px>",21646,23,"Schulabschluss","eher positiv","eher gut","gelegentlich",1679054977343,"männlich","Deutsch ","filler-handwerkerin","mermaid","woman-mechanic",192248156,"all_images/mermaid_1f9dc-200d-2640-fe0f.png","all_images/woman-mechanic_1f469-200d-1f527.png","android","Alex erwartet eine Handwerkerin. <br> Welches der beiden Emojis passt besser zur Nachricht?","woman-mechanic","Fri Mar 17 2023 13:05:23 GMT+0100 (Central European Standard Time)",1679054723050,4.23821666666667,"choose_emoji_three",1,"every few days"
685,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/pizza.jpg"", height=340px>",4017,23,"Schulabschluss","eher positiv","eher gut","gelegentlich",1679054977343,"männlich","Deutsch ","filler-pizza","magnet","pizza",192248156,"all_images/magnet_1f9f2.png","all_images/pizza_1f355.png","android","Alex hat Lust auf Pizza. <br> Welches der beiden Emojis passt besser zur Nachricht?","pizza","Fri Mar 17 2023 13:05:23 GMT+0100 (Central European Standard Time)",1679054723050,4.23821666666667,"choose_emoji_four",1,"every few days"
685,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/yoga.jpg"", height=340px>",3402,23,"Schulabschluss","eher positiv","eher gut","gelegentlich",1679054977343,"männlich","Deutsch ","filler-yoga","smiling_face_with_halo","hot_face",192248156,"all_images/smiling-face-with-halo_1f607.png","all_images/hot-face_1f975.png","android","Alex ist komplett erledigt vom Hot Yoga. <br> Welches der beiden Emojis passt besser zur Nachricht?","hot_face","Fri Mar 17 2023 13:05:23 GMT+0100 (Central European Standard Time)",1679054723050,4.23821666666667,"choose_emoji_four",2,"every few days"
685,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/AU-22-L1.jpg"", height=340px>",5389,23,"Schulabschluss","eher positiv","eher gut","gelegentlich",1679054977343,"männlich","Deutsch ","AU-22-L1","neutral_face","expressionless_face",192248156,"all_images/neutral-face_1f610.png","all_images/expressionless-face_1f611.png","android","Alex ist etwas genervt. <br> Welches der beiden Emojis passt besser zur Nachricht?","neutral_face","Fri Mar 17 2023 13:05:23 GMT+0100 (Central European Standard Time)",1679054723050,4.23821666666667,"choose_emoji_four",3,"every few days"
685,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/N-13-L1.jpg"", height=340px>",15072,23,"Schulabschluss","eher positiv","eher gut","gelegentlich",1679054977343,"männlich","Deutsch ","N-13-L1","smiling_face_with_smiling_eyes","smiling_face",192248156,"all_images/smiling-face-with-smiling-eyes_1f60a.png","all_images/smiling-face_263a-fe0f.png","android","Alex ist gut gelaunt. <br> Welches der beiden Emojis passt besser zur Nachricht?","smiling_face_with_smiling_eyes","Fri Mar 17 2023 13:05:23 GMT+0100 (Central European Standard Time)",1679054723050,4.23821666666667,"choose_emoji_four",4,"every few days"
685,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/tierheim.jpg"", height=340px>",4017,23,"Schulabschluss","eher positiv","eher gut","gelegentlich",1679054977343,"männlich","Deutsch ","filler-tierheim","dog","dna",192248156,"all_images/dog_1f415.png","all_images/dna_1f9ec.png","android","Alex hat mit einem süßen Hund gespielt. <br> Welches der beiden Emojis passt besser zur Nachricht?","dog","Fri Mar 17 2023 13:05:23 GMT+0100 (Central European Standard Time)",1679054723050,4.23821666666667,"choose_emoji_four",5,"every few days"
685,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/N-06-L1.jpg"", height=340px>",7325,23,"Schulabschluss","eher positiv","eher gut","gelegentlich",1679054977343,"männlich","Deutsch ","N-06-L1","grinning_face_with_smiling_eyes","beaming_face_with_smiling_eyes",192248156,"all_images/grinning-face-with-smiling-eyes_1f604.png","all_images/beaming-face-with-smiling-eyes_1f601.png","android","Alex ist überglücklich. <br> Welches der beiden Emojis passt besser zur Nachricht?","beaming_face_with_smiling_eyes","Fri Mar 17 2023 13:05:23 GMT+0100 (Central European Standard Time)",1679054723050,4.23821666666667,"choose_emoji_four",6,"every few days"
685,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/N-36-L1.jpg"", height=340px>",5853,23,"Schulabschluss","eher positiv","eher gut","gelegentlich",1679054977343,"männlich","Deutsch ","N-36-L1","slightly_frowning_face","frowning_face",192248156,"all_images/slightly-frowning-face_1f641.png","all_images/frowning-face_2639-fe0f.png","android","Alex ist enttäuscht. <br> Welches der beiden Emojis passt besser zur Nachricht?","slightly_frowning_face","Fri Mar 17 2023 13:05:23 GMT+0100 (Central European Standard Time)",1679054723050,4.23821666666667,"choose_emoji_four",7,"every few days"
685,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/mittelmeer.jpg"", height=340px>",2456,23,"Schulabschluss","eher positiv","eher gut","gelegentlich",1679054977343,"männlich","Deutsch ","filler-mittelmeer","beach_with_umbrella","polar_bear",192248156,"all_images/beach-with-umbrella_1f3d6-fe0f.png","all_images/polar-bear_1f43b-200d-2744-fe0f.png","android","Alex fährt ans Mittelmeer. <br> Welches der beiden Emojis passt besser zur Nachricht?","beach_with_umbrella","Fri Mar 17 2023 13:05:23 GMT+0100 (Central European Standard Time)",1679054723050,4.23821666666667,"choose_emoji_four",8,"every few days"
685,"Alex schreibt seinem besten Freund Stefan: <br> <br> <img src=""all_images/AU-41-L1.jpg"", height=340px>",9556,23,"Schulabschluss","eher positiv","eher gut","gelegentlich",1679054977343,"männlich","Deutsch ","AU-41-L1","hushed_face","astonished_face",192248156,"all_images/hushed-face_1f62f.png","all_images/astonished-face_1f632.png","android","Alex ist überrascht. <br> Welches der beiden Emojis passt besser zur Nachricht?","astonished_face","Fri Mar 17 2023 13:05:23 GMT+0100 (Central European Standard Time)",1679054723050,4.23821666666667,"choose_emoji_four",9,"every few days"
